Category,Id
0,315
7,316
5,317
7,318
0,319
8,320
0,321
7,322
2,323
7,324
8,325
9,326
2,327
3,328
8,329
9,330
5,331
5,332
2,333
8,334
5,335
2,336
0,337
3,338
2,339
6,340
9,341
3,342
3,343
0,344
0,345
2,346
2,347
2,348
3,349
3,350
0,351
2,352
9,353
3,354
9,355
8,356
8,357
9,358
7,359
3,360
7,361
0,362
3,363
2,364
0,365
0,366
5,367
2,368
5,369
3,370
2,371
7,372
2,373
3,374
8,375
2,376
0,377
2,378
3,379
0,380
3,381
7,382
2,383
3,384
2,385
7,386
9,387
9,388
7,389
2,390
3,391
9,392
0,393
0,394
7,395
5,396
0,397
2,398
6,399
2,400
0,401
3,402
5,403
3,404
7,405
8,406
7,407
3,408
8,409
9,410
0,411
7,412
8,413
2,414
7,415
5,416
9,417
2,418
0,419
6,420
0,421
0,422
7,423
8,424
5,425
2,426
0,427
7,428
7,429
7,430
0,431
2,432
0,433
0,434
6,435
7,436
2,437
5,438
8,439
8,440
3,441
3,442
3,443
6,444
0,445
8,446
3,447
2,448
8,449
3,450
5,451
9,452
5,453
2,454
3,455
2,456
9,457
0,458
2,459
3,460
9,461
2,462
2,463
5,464
5,465
5,466
9,467
0,468
2,469
3,470
3,471
7,472
0,473
9,474
2,475
2,476
3,477
7,478
0,479
0,480
8,481
9,482
0,483
7,484
7,485
6,486
0,487
6,488
8,489
2,490
2,491
2,492
3,493
2,494
9,495
5,496
2,497
2,498
3,499
0,500
2,501
6,502
7,503
8,504
5,505
2,506
3,507
5,508
3,509
6,510
8,511
0,512
3,513
8,514
8,515
9,516
9,517
0,518
2,519
8,520
9,521
3,522
5,523
9,524
0,525
3,526
7,527
3,528
2,529
2,530
5,531
3,532
0,533
6,534
2,535
7,536
8,537
0,538
2,539
5,540
3,541
5,542
7,543
7,544
5,545
7,546
6,547
3,548
2,549
2,550
0,551
2,552
0,553
3,554
3,555
3,556
5,557
7,558
3,559
0,560
3,561
2,562
5,563
6,564
3,565
9,566
2,567
3,568
8,569
7,570
8,571
0,572
3,573
2,574
3,575
3,576
5,577
8,578
0,579
5,580
9,581
7,582
3,583
6,584
7,585
9,586
3,587
3,588
3,589
3,590
5,591
2,592
3,593
3,594
0,595
9,596
0,597
5,598
8,599
5,600
2,601
0,602
7,603
8,604
5,605
3,606
2,607
0,608
5,609
0,610
5,611
7,612
9,613
2,614
0,615
9,616
7,617
3,618
2,619
2,620
9,621
3,622
2,623
3,624
8,625
7,626
3,627
2,628
3,629
2,630
8,631
3,632
7,633
5,634
6,635
9,636
2,637
9,638
0,639
3,640
8,641
3,642
0,643
8,644
9,645
8,646
6,647
2,648
7,649
5,650
2,651
6,652
7,653
0,654
5,655
5,656
2,657
8,658
3,659
3,660
9,661
3,662
3,663
2,664
7,665
3,666
2,667
7,668
0,669
0,670
9,671
3,672
8,673
2,674
6,675
3,676
3,677
2,678
3,679
9,680
0,681
9,682
3,683
7,684
3,685
6,686
9,687
7,688
5,689
2,690
0,691
0,692
9,693
2,694
0,695
2,696
7,697
6,698
5,699
5,700
9,701
5,702
8,703
9,704
0,705
6,706
0,707
9,708
9,709
3,710
2,711
5,712
8,713
9,714
8,715
6,716
2,717
0,718
8,719
5,720
3,721
3,722
9,723
8,724
0,725
8,726
2,727
0,728
3,729
5,730
3,731
0,732
2,733
2,734
9,735
5,736
2,737
5,738
5,739
0,740
3,741
5,742
0,743
5,744
6,745
0,746
5,747
9,748
0,749
7,750
0,751
2,752
9,753
0,754
6,755
5,756
2,757
7,758
9,759
9,760
7,761
9,762
3,763
2,764
0,765
0,766
3,767
9,768
3,769
7,770
6,771
9,772
2,773
5,774
2,775
3,776
8,777
5,778
3,779
7,780
9,781
2,782
0,783
5,784
9,785
2,786
0,787
9,788
5,789
6,790
9,791
9,792
3,793
8,794
9,795
5,796
0,797
5,798
2,799
3,800
2,801
6,802
3,803
6,804
7,805
2,806
3,807
0,808
0,809
2,810
2,811
2,812
6,813
0,814
8,815
6,816
7,817
5,818
6,819
3,820
5,821
2,822
0,823
7,824
7,825
0,826
2,827
3,828
9,829
7,830
3,831
6,832
3,833
3,834
8,835
2,836
7,837
0,838
8,839
6,840
5,841
3,842
2,843
6,844
6,845
6,846
0,847
5,848
0,849
0,850
5,851
6,852
2,853
8,854
5,855
9,856
0,857
3,858
3,859
3,860
7,861
0,862
2,863
6,864
3,865
3,866
3,867
3,868
5,869
2,870
2,871
3,872
0,873
5,874
5,875
0,876
0,877
7,878
2,879
3,880
0,881
6,882
9,883
7,884
6,885
2,886
7,887
9,888
8,889
3,890
6,891
5,892
6,893
3,894
9,895
2,896
2,897
2,898
0,899
2,900
0,901
7,902
2,903
7,904
3,905
0,906
0,907
5,908
8,909
6,910
8,911
0,912
2,913
3,914
3,915
0,916
0,917
2,918
9,919
0,920
7,921
8,922
3,923
9,924
3,925
2,926
0,927
6,928
5,929
2,930
0,931
7,932
3,933
0,934
3,935
3,936
2,937
0,938
3,939
6,940
3,941
9,942
9,943
8,944
0,945
3,946
6,947
3,948
8,949
0,950
3,951
0,952
2,953
0,954
8,955
3,956
5,957
9,958
0,959
2,960
2,961
8,962
6,963
8,964
3,965
2,966
2,967
3,968
2,969
9,970
2,971
3,972
0,973
3,974
7,975
6,976
5,977
3,978
2,979
0,980
2,981
0,982
2,983
6,984
9,985
6,986
5,987
3,988
0,989
5,990
7,991
2,992
2,993
0,994
3,995
9,996
5,997
6,998
6,999
2,1000
0,1001
2,1002
0,1003
2,1004
0,1005
0,1006
9,1007
5,1008
3,1009
5,1010
8,1011
3,1012
3,1013
2,1014
3,1015
2,1016
5,1017
0,1018
9,1019
3,1020
9,1021
3,1022
8,1023
5,1024
7,1025
7,1026
9,1027
2,1028
0,1029
2,1030
0,1031
9,1032
9,1033
3,1034
8,1035
3,1036
8,1037
8,1038
0,1039
3,1040
7,1041
2,1042
6,1043
8,1044
2,1045
8,1046
7,1047
7,1048
9,1049
8,1050
2,1051
2,1052
9,1053
8,1054
9,1055
0,1056
9,1057
2,1058
0,1059
7,1060
0,1061
9,1062
0,1063
7,1064
8,1065
6,1066
6,1067
8,1068
5,1069
3,1070
6,1071
2,1072
9,1073
2,1074
7,1075
8,1076
3,1077
2,1078
0,1079
0,1080
2,1081
3,1082
3,1083
8,1084
8,1085
8,1086
2,1087
3,1088
9,1089
2,1090
2,1091
5,1092
0,1093
3,1094
7,1095
8,1096
0,1097
3,1098
3,1099
0,1100
2,1101
3,1102
2,1103
5,1104
8,1105
5,1106
7,1107
3,1108
7,1109
6,1110
3,1111
2,1112
6,1113
3,1114
7,1115
2,1116
9,1117
0,1118
5,1119
9,1120
9,1121
3,1122
9,1123
9,1124
7,1125
0,1126
2,1127
5,1128
2,1129
6,1130
8,1131
0,1132
0,1133
5,1134
8,1135
3,1136
2,1137
9,1138
7,1139
6,1140
6,1141
5,1142
5,1143
0,1144
9,1145
8,1146
7,1147
0,1148
7,1149
7,1150
3,1151
6,1152
5,1153
5,1154
3,1155
8,1156
2,1157
6,1158
9,1159
7,1160
5,1161
6,1162
2,1163
8,1164
8,1165
8,1166
3,1167
3,1168
5,1169
5,1170
5,1171
9,1172
3,1173
0,1174
3,1175
2,1176
7,1177
6,1178
6,1179
5,1180
2,1181
3,1182
9,1183
2,1184
3,1185
5,1186
3,1187
0,1188
6,1189
6,1190
2,1191
5,1192
9,1193
0,1194
5,1195
0,1196
0,1197
2,1198
2,1199
2,1200
7,1201
0,1202
5,1203
3,1204
2,1205
7,1206
9,1207
5,1208
9,1209
9,1210
9,1211
0,1212
9,1213
3,1214
8,1215
3,1216
5,1217
0,1218
2,1219
2,1220
8,1221
7,1222
3,1223
0,1224
9,1225
9,1226
6,1227
5,1228
9,1229
5,1230
6,1231
5,1232
6,1233
9,1234
2,1235
2,1236
0,1237
7,1238
0,1239
2,1240
5,1241
2,1242
0,1243
5,1244
2,1245
8,1246
8,1247
0,1248
3,1249
0,1250
3,1251
0,1252
0,1253
3,1254
9,1255
2,1256
6,1257
9,1258
3,1259
3,1260
2,1261
9,1262
2,1263
3,1264
5,1265
7,1266
9,1267
0,1268
3,1269
3,1270
0,1271
3,1272
8,1273
3,1274
0,1275
0,1276
5,1277
6,1278
5,1279
2,1280
8,1281
3,1282
7,1283
8,1284
3,1285
7,1286
2,1287
9,1288
9,1289
6,1290
5,1291
9,1292
3,1293
0,1294
2,1295
2,1296
9,1297
0,1298
0,1299
3,1300
0,1301
7,1302
8,1303
2,1304
0,1305
3,1306
2,1307
3,1308
8,1309
5,1310
3,1311
6,1312
0,1313
3,1314
9,1315
2,1316
6,1317
0,1318
2,1319
7,1320
0,1321
2,1322
7,1323
3,1324
5,1325
9,1326
7,1327
2,1328
5,1329
5,1330
2,1331
5,1332
2,1333
0,1334
2,1335
2,1336
9,1337
3,1338
8,1339
9,1340
3,1341
2,1342
8,1343
0,1344
0,1345
2,1346
5,1347
0,1348
0,1349
3,1350
8,1351
9,1352
8,1353
9,1354
3,1355
9,1356
8,1357
2,1358
0,1359
0,1360
0,1361
9,1362
8,1363
6,1364
8,1365
0,1366
0,1367
8,1368
7,1369
8,1370
3,1371
2,1372
8,1373
2,1374
3,1375
5,1376
9,1377
9,1378
9,1379
2,1380
3,1381
6,1382
0,1383
3,1384
0,1385
7,1386
2,1387
2,1388
3,1389
3,1390
2,1391
5,1392
3,1393
3,1394
3,1395
2,1396
8,1397
7,1398
3,1399
9,1400
5,1401
0,1402
9,1403
9,1404
8,1405
7,1406
9,1407
0,1408
9,1409
9,1410
7,1411
7,1412
8,1413
5,1414
6,1415
9,1416
5,1417
6,1418
5,1419
0,1420
6,1421
5,1422
5,1423
3,1424
0,1425
6,1426
3,1427
7,1428
7,1429
7,1430
2,1431
9,1432
9,1433
2,1434
7,1435
3,1436
5,1437
8,1438
3,1439
7,1440
9,1441
0,1442
2,1443
2,1444
0,1445
6,1446
3,1447
0,1448
2,1449
8,1450
3,1451
2,1452
0,1453
7,1454
0,1455
2,1456
2,1457
0,1458
2,1459
3,1460
6,1461
7,1462
2,1463
9,1464
8,1465
3,1466
0,1467
9,1468
9,1469
2,1470
6,1471
7,1472
7,1473
2,1474
5,1475
0,1476
8,1477
9,1478
3,1479
9,1480
0,1481
3,1482
3,1483
9,1484
0,1485
2,1486
2,1487
0,1488
2,1489
5,1490
8,1491
6,1492
7,1493
9,1494
7,1495
2,1496
5,1497
5,1498
0,1499
9,1500
8,1501
0,1502
0,1503
8,1504
9,1505
9,1506
0,1507
8,1508
3,1509
2,1510
7,1511
6,1512
0,1513
9,1514
5,1515
0,1516
6,1517
6,1518
7,1519
2,1520
3,1521
3,1522
7,1523
7,1524
3,1525
3,1526
9,1527
7,1528
8,1529
5,1530
3,1531
3,1532
0,1533
3,1534
2,1535
3,1536
6,1537
9,1538
0,1539
3,1540
2,1541
3,1542
3,1543
9,1544
2,1545
3,1546
2,1547
2,1548
8,1549
2,1550
3,1551
2,1552
2,1553
7,1554
7,1555
0,1556
2,1557
5,1558
3,1559
3,1560
7,1561
3,1562
2,1563
0,1564
9,1565
0,1566
7,1567
0,1568
6,1569
6,1570
9,1571
0,1572
2,1573
2,1574
3,1575
2,1576
5,1577
8,1578
2,1579
8,1580
0,1581
0,1582
2,1583
9,1584
6,1585
5,1586
3,1587
8,1588
9,1589
5,1590
2,1591
2,1592
9,1593
2,1594
9,1595
2,1596
0,1597
0,1598
7,1599
5,1600
6,1601
2,1602
2,1603
0,1604
2,1605
2,1606
0,1607
9,1608
2,1609
7,1610
7,1611
0,1612
0,1613
8,1614
3,1615
2,1616
2,1617
0,1618
0,1619
2,1620
0,1621
9,1622
5,1623
7,1624
8,1625
2,1626
3,1627
7,1628
0,1629
2,1630
5,1631
8,1632
8,1633
7,1634
5,1635
3,1636
7,1637
0,1638
5,1639
2,1640
0,1641
3,1642
5,1643
9,1644
3,1645
3,1646
2,1647
3,1648
9,1649
2,1650
0,1651
0,1652
0,1653
2,1654
6,1655
3,1656
7,1657
0,1658
5,1659
2,1660
7,1661
5,1662
0,1663
2,1664
2,1665
7,1666
3,1667
2,1668
7,1669
5,1670
9,1671
9,1672
0,1673
3,1674
2,1675
5,1676
8,1677
0,1678
9,1679
2,1680
3,1681
0,1682
2,1683
0,1684
3,1685
0,1686
8,1687
2,1688
5,1689
8,1690
5,1691
8,1692
7,1693
3,1694
7,1695
8,1696
0,1697
9,1698
7,1699
7,1700
0,1701
7,1702
0,1703
2,1704
3,1705
3,1706
0,1707
3,1708
0,1709
2,1710
2,1711
3,1712
2,1713
3,1714
0,1715
2,1716
3,1717
0,1718
8,1719
3,1720
5,1721
8,1722
2,1723
0,1724
3,1725
6,1726
0,1727
7,1728
3,1729
2,1730
8,1731
5,1732
8,1733
3,1734
9,1735
9,1736
2,1737
2,1738
8,1739
2,1740
7,1741
2,1742
2,1743
3,1744
5,1745
9,1746
3,1747
0,1748
0,1749
2,1750
2,1751
2,1752
5,1753
3,1754
9,1755
2,1756
8,1757
3,1758
3,1759
8,1760
2,1761
2,1762
8,1763
7,1764
2,1765
2,1766
2,1767
6,1768
5,1769
6,1770
3,1771
0,1772
5,1773
2,1774
2,1775
8,1776
2,1777
5,1778
9,1779
9,1780
0,1781
2,1782
5,1783
7,1784
3,1785
6,1786
5,1787
2,1788
7,1789
0,1790
0,1791
9,1792
7,1793
6,1794
7,1795
2,1796
3,1797
5,1798
3,1799
9,1800
3,1801
9,1802
0,1803
3,1804
0,1805
0,1806
0,1807
0,1808
6,1809
8,1810
3,1811
9,1812
3,1813
7,1814
7,1815
7,1816
5,1817
3,1818
3,1819
3,1820
3,1821
6,1822
3,1823
7,1824
7,1825
2,1826
2,1827
3,1828
8,1829
3,1830
7,1831
2,1832
6,1833
5,1834
9,1835
6,1836
8,1837
5,1838
9,1839
7,1840
2,1841
3,1842
2,1843
0,1844
5,1845
3,1846
5,1847
0,1848
9,1849
0,1850
2,1851
3,1852
0,1853
2,1854
0,1855
5,1856
2,1857
6,1858
0,1859
6,1860
3,1861
2,1862
5,1863
6,1864
6,1865
7,1866
0,1867
5,1868
0,1869
8,1870
8,1871
7,1872
5,1873
8,1874
5,1875
0,1876
2,1877
3,1878
5,1879
3,1880
0,1881
8,1882
7,1883
2,1884
3,1885
0,1886
2,1887
2,1888
2,1889
8,1890
9,1891
3,1892
9,1893
9,1894
6,1895
8,1896
8,1897
8,1898
2,1899
3,1900
6,1901
6,1902
9,1903
5,1904
7,1905
2,1906
2,1907
5,1908
2,1909
8,1910
3,1911
2,1912
0,1913
9,1914
7,1915
8,1916
8,1917
0,1918
6,1919
7,1920
2,1921
7,1922
2,1923
3,1924
2,1925
0,1926
2,1927
0,1928
3,1929
7,1930
3,1931
8,1932
7,1933
3,1934
3,1935
2,1936
9,1937
9,1938
8,1939
3,1940
2,1941
6,1942
3,1943
3,1944
3,1945
3,1946
3,1947
6,1948
3,1949
3,1950
3,1951
3,1952
3,1953
5,1954
5,1955
8,1956
2,1957
2,1958
3,1959
2,1960
2,1961
7,1962
0,1963
2,1964
8,1965
5,1966
0,1967
0,1968
5,1969
7,1970
9,1971
0,1972
3,1973
2,1974
5,1975
0,1976
3,1977
3,1978
9,1979
0,1980
9,1981
5,1982
5,1983
5,1984
2,1985
9,1986
5,1987
7,1988
8,1989
2,1990
7,1991
7,1992
7,1993
2,1994
7,1995
0,1996
2,1997
9,1998
2,1999
2,2000
7,2001
8,2002
0,2003
3,2004
0,2005
8,2006
2,2007
3,2008
2,2009
7,2010
0,2011
5,2012
9,2013
0,2014
0,2015
2,2016
0,2017
9,2018
7,2019
9,2020
3,2021
2,2022
8,2023
5,2024
0,2025
3,2026
0,2027
3,2028
0,2029
9,2030
2,2031
8,2032
8,2033
2,2034
2,2035
3,2036
0,2037
3,2038
3,2039
0,2040
8,2041
7,2042
9,2043
5,2044
9,2045
8,2046
3,2047
0,2048
3,2049
3,2050
3,2051
0,2052
5,2053
8,2054
7,2055
6,2056
9,2057
5,2058
2,2059
0,2060
2,2061
2,2062
3,2063
0,2064
0,2065
3,2066
0,2067
0,2068
9,2069
6,2070
0,2071
3,2072
3,2073
3,2074
9,2075
2,2076
9,2077
9,2078
6,2079
7,2080
9,2081
0,2082
8,2083
8,2084
2,2085
9,2086
9,2087
2,2088
0,2089
9,2090
8,2091
6,2092
5,2093
2,2094
5,2095
3,2096
8,2097
0,2098
9,2099
0,2100
3,2101
3,2102
3,2103
2,2104
2,2105
2,2106
3,2107
9,2108
8,2109
9,2110
9,2111
6,2112
3,2113
0,2114
3,2115
7,2116
0,2117
6,2118
7,2119
0,2120
2,2121
8,2122
0,2123
2,2124
5,2125
7,2126
8,2127
5,2128
3,2129
2,2130
5,2131
9,2132
8,2133
0,2134
2,2135
9,2136
8,2137
0,2138
2,2139
3,2140
0,2141
8,2142
8,2143
2,2144
8,2145
8,2146
7,2147
8,2148
5,2149
8,2150
2,2151
5,2152
3,2153
3,2154
8,2155
3,2156
5,2157
8,2158
8,2159
8,2160
3,2161
3,2162
2,2163
0,2164
5,2165
5,2166
3,2167
5,2168
0,2169
7,2170
8,2171
3,2172
8,2173
5,2174
9,2175
6,2176
9,2177
3,2178
3,2179
8,2180
9,2181
7,2182
5,2183
5,2184
8,2185
2,2186
8,2187
5,2188
5,2189
6,2190
7,2191
0,2192
9,2193
9,2194
9,2195
6,2196
9,2197
0,2198
2,2199
3,2200
5,2201
5,2202
0,2203
7,2204
7,2205
3,2206
5,2207
5,2208
6,2209
3,2210
2,2211
9,2212
2,2213
6,2214
8,2215
0,2216
0,2217
7,2218
8,2219
0,2220
9,2221
9,2222
9,2223
2,2224
0,2225
2,2226
3,2227
2,2228
7,2229
3,2230
3,2231
6,2232
0,2233
8,2234
0,2235
3,2236
0,2237
7,2238
2,2239
9,2240
3,2241
2,2242
6,2243
6,2244
0,2245
2,2246
5,2247
9,2248
9,2249
6,2250
2,2251
2,2252
2,2253
7,2254
9,2255
2,2256
0,2257
6,2258
0,2259
0,2260
0,2261
5,2262
5,2263
0,2264
2,2265
6,2266
5,2267
7,2268
2,2269
8,2270
3,2271
3,2272
2,2273
3,2274
0,2275
3,2276
3,2277
2,2278
3,2279
5,2280
9,2281
7,2282
8,2283
0,2284
0,2285
8,2286
7,2287
2,2288
8,2289
9,2290
3,2291
3,2292
9,2293
0,2294
2,2295
2,2296
9,2297
3,2298
0,2299
0,2300
0,2301
9,2302
3,2303
2,2304
5,2305
7,2306
3,2307
3,2308
2,2309
9,2310
0,2311
8,2312
5,2313
9,2314
2,2315
2,2316
3,2317
7,2318
0,2319
3,2320
7,2321
7,2322
2,2323
8,2324
6,2325
0,2326
9,2327
9,2328
0,2329
2,2330
9,2331
3,2332
8,2333
9,2334
9,2335
5,2336
3,2337
0,2338
0,2339
8,2340
2,2341
9,2342
0,2343
5,2344
3,2345
8,2346
3,2347
2,2348
0,2349
9,2350
3,2351
2,2352
8,2353
8,2354
2,2355
5,2356
0,2357
8,2358
9,2359
9,2360
2,2361
2,2362
2,2363
9,2364
6,2365
5,2366
2,2367
2,2368
6,2369
9,2370
2,2371
5,2372
2,2373
5,2374
2,2375
5,2376
9,2377
6,2378
8,2379
2,2380
2,2381
2,2382
6,2383
7,2384
7,2385
5,2386
9,2387
2,2388
5,2389
2,2390
8,2391
0,2392
8,2393
9,2394
2,2395
0,2396
9,2397
2,2398
3,2399
0,2400
0,2401
3,2402
7,2403
9,2404
6,2405
5,2406
2,2407
5,2408
2,2409
2,2410
6,2411
5,2412
0,2413
9,2414
7,2415
6,2416
6,2417
3,2418
5,2419
7,2420
8,2421
6,2422
0,2423
5,2424
9,2425
0,2426
6,2427
2,2428
5,2429
5,2430
3,2431
7,2432
2,2433
0,2434
3,2435
0,2436
2,2437
2,2438
3,2439
7,2440
3,2441
0,2442
6,2443
6,2444
3,2445
8,2446
8,2447
2,2448
3,2449
2,2450
9,2451
0,2452
9,2453
0,2454
0,2455
5,2456
7,2457
9,2458
2,2459
5,2460
5,2461
2,2462
5,2463
7,2464
8,2465
7,2466
8,2467
6,2468
9,2469
2,2470
7,2471
9,2472
3,2473
7,2474
3,2475
0,2476
2,2477
2,2478
3,2479
7,2480
5,2481
7,2482
7,2483
0,2484
5,2485
8,2486
2,2487
8,2488
3,2489
5,2490
0,2491
8,2492
2,2493
2,2494
0,2495
0,2496
3,2497
6,2498
2,2499
2,2500
7,2501
3,2502
3,2503
7,2504
5,2505
3,2506
8,2507
2,2508
2,2509
3,2510
6,2511
5,2512
0,2513
0,2514
2,2515
2,2516
0,2517
8,2518
0,2519
8,2520
3,2521
0,2522
5,2523
8,2524
3,2525
7,2526
6,2527
5,2528
3,2529
2,2530
2,2531
0,2532
2,2533
9,2534
7,2535
3,2536
2,2537
3,2538
8,2539
9,2540
2,2541
9,2542
8,2543
8,2544
3,2545
2,2546
0,2547
5,2548
5,2549
7,2550
9,2551
9,2552
3,2553
9,2554
2,2555
8,2556
6,2557
3,2558
3,2559
8,2560
9,2561
3,2562
2,2563
2,2564
2,2565
2,2566
3,2567
0,2568
2,2569
2,2570
2,2571
6,2572
2,2573
2,2574
7,2575
5,2576
2,2577
0,2578
2,2579
9,2580
8,2581
8,2582
5,2583
2,2584
7,2585
3,2586
8,2587
3,2588
5,2589
0,2590
0,2591
7,2592
3,2593
3,2594
0,2595
8,2596
8,2597
3,2598
0,2599
0,2600
3,2601
3,2602
2,2603
0,2604
0,2605
3,2606
0,2607
9,2608
9,2609
5,2610
3,2611
2,2612
3,2613
8,2614
5,2615
2,2616
8,2617
7,2618
7,2619
8,2620
7,2621
6,2622
9,2623
0,2624
8,2625
2,2626
3,2627
7,2628
0,2629
8,2630
7,2631
3,2632
2,2633
7,2634
9,2635
3,2636
8,2637
5,2638
6,2639
2,2640
3,2641
6,2642
5,2643
2,2644
8,2645
6,2646
2,2647
7,2648
2,2649
6,2650
2,2651
0,2652
0,2653
2,2654
9,2655
6,2656
0,2657
0,2658
8,2659
2,2660
9,2661
2,2662
0,2663
5,2664
9,2665
8,2666
0,2667
9,2668
2,2669
3,2670
3,2671
9,2672
3,2673
9,2674
2,2675
3,2676
8,2677
9,2678
8,2679
9,2680
8,2681
2,2682
3,2683
0,2684
3,2685
5,2686
0,2687
2,2688
9,2689
9,2690
7,2691
2,2692
9,2693
7,2694
0,2695
8,2696
9,2697
7,2698
2,2699
2,2700
2,2701
6,2702
5,2703
0,2704
6,2705
8,2706
6,2707
8,2708
0,2709
3,2710
3,2711
6,2712
3,2713
3,2714
2,2715
2,2716
0,2717
0,2718
0,2719
0,2720
0,2721
2,2722
6,2723
2,2724
3,2725
3,2726
8,2727
7,2728
3,2729
2,2730
8,2731
3,2732
0,2733
2,2734
3,2735
0,2736
7,2737
0,2738
5,2739
0,2740
2,2741
9,2742
8,2743
5,2744
2,2745
2,2746
0,2747
9,2748
2,2749
9,2750
3,2751
0,2752
8,2753
3,2754
7,2755
2,2756
3,2757
5,2758
0,2759
2,2760
8,2761
2,2762
2,2763
6,2764
3,2765
5,2766
7,2767
2,2768
0,2769
0,2770
9,2771
9,2772
0,2773
5,2774
3,2775
8,2776
8,2777
5,2778
8,2779
6,2780
7,2781
2,2782
0,2783
5,2784
3,2785
5,2786
2,2787
2,2788
7,2789
5,2790
8,2791
5,2792
0,2793
7,2794
7,2795
7,2796
3,2797
2,2798
2,2799
6,2800
3,2801
7,2802
7,2803
0,2804
0,2805
3,2806
2,2807
5,2808
8,2809
2,2810
2,2811
9,2812
0,2813
3,2814
0,2815
7,2816
3,2817
9,2818
7,2819
2,2820
0,2821
5,2822
7,2823
3,2824
8,2825
8,2826
0,2827
0,2828
9,2829
3,2830
9,2831
8,2832
7,2833
7,2834
6,2835
8,2836
7,2837
0,2838
2,2839
7,2840
3,2841
0,2842
7,2843
2,2844
3,2845
8,2846
0,2847
2,2848
7,2849
2,2850
7,2851
0,2852
2,2853
0,2854
0,2855
2,2856
7,2857
2,2858
0,2859
0,2860
7,2861
0,2862
3,2863
0,2864
8,2865
3,2866
0,2867
2,2868
2,2869
2,2870
3,2871
3,2872
3,2873
8,2874
9,2875
0,2876
9,2877
2,2878
5,2879
0,2880
2,2881
7,2882
8,2883
8,2884
3,2885
2,2886
3,2887
9,2888
9,2889
8,2890
2,2891
9,2892
0,2893
2,2894
5,2895
5,2896
5,2897
6,2898
3,2899
6,2900
3,2901
5,2902
6,2903
3,2904
5,2905
9,2906
2,2907
9,2908
9,2909
2,2910
2,2911
2,2912
8,2913
8,2914
2,2915
0,2916
3,2917
2,2918
3,2919
5,2920
0,2921
5,2922
0,2923
8,2924
3,2925
3,2926
5,2927
7,2928
8,2929
0,2930
7,2931
7,2932
5,2933
0,2934
0,2935
3,2936
3,2937
3,2938
0,2939
3,2940
7,2941
8,2942
2,2943
5,2944
2,2945
2,2946
7,2947
8,2948
2,2949
8,2950
5,2951
9,2952
0,2953
2,2954
9,2955
5,2956
3,2957
9,2958
7,2959
9,2960
2,2961
7,2962
0,2963
5,2964
9,2965
2,2966
8,2967
0,2968
7,2969
2,2970
8,2971
9,2972
8,2973
2,2974
0,2975
8,2976
3,2977
0,2978
8,2979
0,2980
2,2981
0,2982
2,2983
7,2984
7,2985
3,2986
3,2987
2,2988
9,2989
2,2990
9,2991
8,2992
3,2993
5,2994
6,2995
0,2996
